Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
250,GB3RE,433.275,+,1.6,Tone,103.5,103.5,023,NN,FM,25.00,,Maidstone,,,,
251,GB3RF,145.775,-,0.6,Tone,82.5,82.5,023,NN,FM,12.50,,Accrington,,,,
252,GB3RH,433.275,+,1.6,Tone,94.8,94.8,023,NN,FM,25.00,,Axminster,,,,
253,GB3RO,430.825,+,7.6,Tone,82.5,82.5,023,NN,FM,25.00,,Haslingden,,,,
254,GB3RR,430.85,+,7.6,Tone,67,67,023,NN,FM,25.00,,Dudley,,,,
255,GB3RU,433.275,+,1.6,Tone,118.8,118.8,023,NN,FM,25.00,,Reading,,,,
256,GB3RW,145.6,-,0.6,Tone,88.5,88.5,023,NN,FM,12.50,,Worthing,,,,
257,GB3RX,430.8125,+,7.6,Tone,77,77,023,NN,FM,25.00,,Prescot,,,,
258,GB3SA,430.9625,+,7.6,Tone,82.5,82.5,023,NN,FM,25.00,,Stamford,,,,
259,GB3SB,145.65,-,0.6,Tone,118.8,118.8,023,NN,FM,12.50,,Selkirk,,,,
260,GB3SC,430.8625,+,7.6,Tone,67,67,023,NN,FM,25.00,,Burton-upon-trent,,,,
261,GB3SD,433.35,+,1.6,Tone,71.9,71.9,023,NN,FM,25.00,,Weymouth,,,,
262,GB3SG,430.9125,+,7.6,Tone,118.8,118.8,023,NN,FM,25.00,,Stroud,,,,
263,GB3SH,145.6625,-,0.6,Tone,71.9,71.9,023,NN,FM,12.50,,Southampton,,,,
264,GB3SI,145.625,-,0.6,Tone,77,77,023,NN,FM,12.50,,Helston,,,,
265,GB3SJ,145.6875,-,0.6,Tone,103.5,103.5,023,NN,FM,12.50,,Northwich,,,,
266,GB3SK,433.15,+,1.6,Tone,103.5,103.5,023,NN,FM,25.00,,Canterbury,,,,
267,GB3SL,50.73,+,0.5,Tone,103.5,103.5,023,NN,FM,Kilsyth,,,,
268,GB3SM,433.325,+,1.6,Tone,103.5,103.5,023,NN,FM,25.00,,Stoke On Trent,,,,
269,GB3SN,145.725,-,0.6,Tone,71.9,71.9,023,NN,FM,12.50,,Alton Hants,,,,
270,GB3SO,433,+,1.6,Tone,71.9,71.9,023,NN,FM,25.00,,Withernsea,,,,
271,GB3SP,433.1,+,1.6,Tone,94.8,94.8,023,NN,FM,25.00,,Pembroke,,,,
272,GB3SR,430.9125,+,7.6,Tone,71.9,71.9,023,NN,FM,25.00,,Skegness,,,,
273,GB3SS,145.6,-,0.6,Tone,67,67,023,NN,FM,12.50,,Elgin Moray,,,,
274,GB3ST,433.225,+,1.6,Tone,103.5,103.5,023,NN,FM,25.00,,Stoke On Trent,,,,
275,GB3SU,433.2,+,1.6,Tone,71.9,71.9,023,NN,FM,25.00,,Southampton,,,,
276,GB3SV,145.6125,-,0.6,Tone,94.8,94.8,023,NN,FM,12.50,,Stafford,,,,
277,GB3SW,145.7125,-,0.6,Tone,77,77,023,NN,FM,12.50,,Sidmouth,,,,
278,GB3SX,50.79,+,0.5,Tone,103.5,103.5,023,NN,FM,Stoke On Trent,,,,
279,GB3SY,433.15,+,1.6,Tone,71.9,71.9,023,NN,FM,25.00,,Barnsley,,,,
280,GB3TD,438.3875,-,7.6,Tone,118.8,118.8,023,NN,FM,25.00,,Swindon,,,,
281,GB3TE,145.6125,-,0.6,Tone,67,67,023,NN,FM,12.50,,Frinton On Sea,,,,
282,GB3TF,433.2,+,1.6,Tone,103.5,103.5,023,NN,FM,25.00,,Telford,,,,
283,GB3TH,433.375,+,1.6,Tone,67,67,023,NN,FM,25.00,,Tamworth,,,,
284,GB3TJ,433.3,+,1.6,Tone,118.8,118.8,023,NN,FM,25.00,,Corbridge,,,,
285,GB3TK,433.075,+,1.6,Tone,71.9,71.9,023,NN,FM,25.00,,Nottingham,,,,
286,GB3TP,145.725,-,0.6,Tone,82.5,82.5,023,NN,FM,12.50,,Shipley,,,,
287,GB3TR,145.65,-,0.6,Tone,94.8,94.8,023,NN,FM,12.50,,Torquay,,,,
288,GB3TS,433.175,+,1.6,Tone,118.8,118.8,023,NN,FM,25.00,,Sunderland,,,,
289,GB3TU,433.225,+,1.6,Tone,77,77,023,NN,FM,25.00,,Tring,,,,
290,GB3TW,145.725,-,0.6,Tone,118.8,118.8,023,NN,FM,12.50,,Gateshead,,,,
291,GB3TX,29.65,-,0.1,Tone,94.8,94.8,023,NN,FM,Norwich,,,,
292,GB3UB,433.1,+,1.6,Tone,118.8,118.8,023,NN,FM,25.00,,Bath Avon,,,,
293,GB3UK,145.6125,-,0.6,Tone,118.8,118.8,023,NN,FM,12.50,,Washington,,,,
294,GB3UL,433.05,+,1.6,Tone,110.9,110.9,023,NN,FM,25.00,,Belfast  N.i.,,,,
295,GB3UM,50.74,+,0.5,Tone,77,77,023,NN,FM,Markfield,,,,
296,GB3UO,430.95,+,7.6,Tone,110.9,110.9,023,NN,FM,25.00,,Wrexham,,,,
297,GB3UP,430.9125,+,7.6,Tone,94.8,94.8,023,NN,FM,25.00,,Fishguard,,,,
298,GB3US,433,+,1.6,Tone,103.5,103.5,023,NN,FM,25.00,,Sheffield,,,,
299,GB3VA,145.7,-,0.6,Tone,118.8,118.8,023,NN,FM,12.50,,Brill,,,,
300,GB3VE,433.1,+,1.6,Tone,77,77,023,NN,FM,25.00,,Dufton,,,,
301,GB3VH,433.325,+,1.6,Tone,82.5,82.5,023,NN,FM,25.00,,Welwyn Garden City,,,,
302,GB3VI,50.86,+,0.5,Tone,67,67,023,NN,FM,Dudley,,,,
303,GB3VM,145.6125,-,0.6,Tone,103.5,103.5,023,NN,FM,12.50,,Tenbury Wells,,,,
304,GB3VN,430.925,+,7.6,Tone,103.5,103.5,023,NN,FM,25.00,,Ludlow,,,,
305,GB3VO,145.6375,-,0.6,Tone,110.9,110.9,023,NN,FM,12.50,,Wrexham,,,,
306,GB3VR,430.8125,+,7.6,Tone,67,67,023,NN,FM,25.00,,Harpenden,,,,
307,GB3VS,430.8375,+,7.6,Tone,94.8,94.8,023,NN,FM,25.00,,Trull,,,,
308,GB3VW,430.8125,+,7.6,Tone,82.5,82.5,023,NN,FM,25.00,,Wymondham,,,,
309,GB3WA,430.875,+,7.6,Tone,103.5,103.5,023,NN,FM,25.00,,Dalry,,,,
310,GB3WB,433.3,+,1.6,Tone,94.8,94.8,023,NN,FM,25.00,,Weston-super-mare,,,,
311,GB3WD,145.7,-,0.6,Tone,77,77,023,NN,FM,12.50,,Ivybridge,,,,
312,GB3WE,145.6875,-,0.6,Tone,94.8,94.8,023,NN,FM,12.50,,Weston-super-mare,,,,
313,GB3WF,433.35,+,1.6,Tone,82.5,82.5,023,NN,FM,25.00,,Otley,,,,
314,GB3WG,430.875,+,7.6,Tone,94.8,94.8,023,NN,FM,25.00,,Port Talbot,,,,
315,GB3WH,145.65,-,0.6,Tone,118.8,118.8,023,NN,FM,12.50,,Swindon,,,,
316,GB3WI,433.375,+,1.6,Tone,94.8,94.8,023,NN,FM,25.00,,Wisbech,,,,
317,GB3WK,145.775,-,0.6,Tone,67,67,023,NN,FM,12.50,,Leamington Spa,,,,
318,GB3WL,430.95,+,7.6,Tone,67,67,023,NN,FM,25.00,,Wythall,,,,
319,GB3WM,433.05,+,1.6,Tone,67,67,023,NN,FM,25.00,,Longbridge,,,,
320,GB3WN,438.3875,-,7.6,Tone,67,67,023,NN,FM,25.00,,Wolverhampton,,,,
321,GB3WO,430.975,+,7.6,Tone,88.5,88.5,023,NN,FM,25.00,,Worthing,,,,
322,GB3WP,29.66,-,0.1,Tone,82.5,82.5,023,NN,FM,Wakefield,,,,
323,GB3WPL,433.975,0,0,Tone,67,67,023,NN,FM,25.00,,Wakefield,,,,
324,GB3WQ,430.8875,+,7.6,Tone,77,77,023,NN,FM,25.00,,Whitehaven,,,,
325,GB3WR,145.6,-,0.6,Tone,94.8,94.8,023,NN,FM,12.50,,Cheddar,,,,
326,GB3WS,145.75,-,0.6,Tone,88.5,88.5,023,NN,FM,12.50,,Horsham,,,,
327,GB3WT,145.775,-,0.6,Tone,110.9,110.9,023,NN,FM,12.50,,Omagh,,,,
328,GB3WW,145.775,-,0.6,Tone,94.8,94.8,023,NN,FM,12.50,,Port Talbot,,,,
329,GB3WX,50.83,+,0.5,Tone,94.8,94.8,023,NN,FM,Wymondham,,,,
330,GB3WY,50.8,+,0.5,Tone,82.5,82.5,023,NN,FM,Wakefield,,,,
331,GB3XD,50.73,+,0.5,Tone,71.9,71.9,023,NN,FM,Louth,,,,
332,GB3XN,430.925,+,7.6,Tone,71.9,71.9,023,NN,FM,25.00,,Worksop,,,,
333,GB3XP,145.6875,-,0.6,Tone,82.5,82.5,023,NN,FM,12.50,,Morden,,,,
334,GB3XS,50.85,+,0.5,Tone,77,77,023,NN,FM,Northampton,,,,
335,GB3XX,430.9125,+,7.6,Tone,77,77,023,NN,FM,25.00,,Daventry,,,,
336,GB3YA,145.7125,-,0.6,Tone,94.8,94.8,023,NN,FM,12.50,,Cwmbran,,,,
337,GB3YC,145.75,-,0.6,Tone,88.5,88.5,023,NN,FM,12.50,,Filey,,,,
338,GB3YL,433.35,+,1.6,Tone,94.8,94.8,023,NN,FM,25.00,,Lowestoft,,,,
339,GB3YW,145.7875,-,0.6,Tone,82.5,82.5,023,NN,FM,12.50,,Wakefield,,,,
340,GB3ZA,145.7375,-,0.6,Tone,118.8,118.8,023,NN,FM,12.50,,Hereford,,,,
341,GB3ZB,430.825,+,7.6,Tone,77,77,023,NN,FM,25.00,,Bristol,,,,
342,GB3ZI,430.975,+,7.6,Tone,103.5,103.5,023,NN,FM,25.00,,Stafford,,,,
343,GB3ZN,430.8875,+,7.6,Tone,118.8,118.8,023,NN,FM,25.00,,Hebburn,,,,
344,GB3ZW,50.81,+,0.5,Tone,103.5,103.5,023,NN,FM,Newtown Powys,,,,
345,GB3ZX,430.825,+,7.6,Tone,88.5,88.5,023,NN,FM,25.00,,Eastbourne,,,,
346,GB3ZY,50.8,+,0.5,Tone,77,77,023,NN,FM,Bristol,,,,
347,GB7AC,430.95,+,7.6,Tone,103.5,103.5,023,NN,FM,25.00,,Largs,,,,
348,GB7AG,430.9,+,7.6,Tone,94.8,94.8,023,NN,FM,25.00,,Forfar,,,,
349,GB7AI,439.3375,-,9,Tone,103.5,103.5,023,NN,FM,25.00,,Hawick,,,,
350,GB7BL,439.675,-,9,Tone,118.8,118.8,023,NN,FM,25.00,,Allendale,,,,
351,GB7CG,145.7125,-,0.6,Tone,77,77,023,NN,FM,12.50,,Woburn Sands,,,,
352,GB7CH,430.825,+,7.6,Tone,118.8,118.8,023,NN,FM,25.00,,Duns,,,,
353,GB7CM,145.7,-,0.6,Tone,71.9,71.9,023,NN,FM,12.50,,Milton Abbas,,,,
354,GB7CP,430.825,+,7.6,Tone,77,77,023,NN,FM,25.00,,Slough,,,,
355,GB7DC,430.875,+,7.6,Tone,71.9,71.9,023,NN,FM,25.00,,Derby,,,,
356,GB7DE,145.6375,-,0.6,Tone,94.8,94.8,023,NN,FM,12.50,,Kennoway  Fife,,,,
357,GB7DK,145.6875,-,0.6,Tone,103.5,103.5,023,NN,FM,12.50,,Stranraer,,,,
358,GB7DM,439.75,-,9,Tone,103.5,103.5,023,NN,FM,25.00,,Monifieth,,,,
359,GB7DS,439.425,-,9,Tone,94.8,94.8,023,NN,FM,25.00,,Norwich,,,,
360,GB7DW,145.625,-,0.6,Tone,103.5,103.5,023,NN,FM,12.50,,Dunkerswell,,,,
361,GB7DZ,433.05,+,1.6,Tone,103.5,103.5,023,NN,FM,25.00,,Congleton,,,,
362,GB7EA,439.375,-,9,Tone,0,0,023,NN,FM,25.00,,Erskine,,,,
363,GB7EI,430.85,+,7.6,Tone,88.5,88.5,023,NN,FM,25.00,,Lochmaddy,,,,
364,GB7ER,145.775,-,0.6,Tone,77,77,023,NN,FM,12.50,,Exeter,,,,
365,GB7EU,430.8375,+,7.6,Tone,94.8,94.8,023,NN,FM,25.00,,Edinburgh,,,,
366,GB7FG,430.95,+,7.6,Tone,94.8,94.8,023,NN,FM,25.00,,Carmarthen,,,,
367,GB7FU,430.8875,+,7.6,Tone,0,0,023,NN,FM,25.00,,Nottingham,,,,
368,GB7GA,430.9,+,7.6,Tone,118.8,118.8,023,NN,FM,25.00,,Galashiels,,,,
369,GB7GJ,430.9,+,7.6,Tone,88.5,88.5,023,NN,FM,25.00,,St Helier,,,,
370,GB7GM,430.975,+,7.6,Tone,118.8,118.8,023,NN,FM,25.00,,Dumfries,,,,
371,GB7GW,430.8125,+,7.6,Tone,103.5,103.5,023,NN,FM,25.00,,Washington,,,,
372,GB7GX,145.7375,-,0.6,Tone,103.5,103.5,023,NN,FM,12.50,,Glenrothes,,,,
373,GB7HK,145.625,-,0.6,Tone,103.5,103.5,023,NN,FM,12.50,,Hawick,,,,
374,GB7HN,430.875,+,7.6,Tone,82.5,82.5,023,NN,FM,25.00,,Leigh,,,,
375,GB7ICC,145.6625,-,0.6,Tone,103.5,103.5,023,NN,FM,12.50,,Herne Bay,,,,
376,GB7IE,145.675,-,0.6,Tone,77,77,023,NN,FM,12.50,,Plymouth,,,,
377,GB7JM,430.8875,+,7.6,Tone,71.9,71.9,023,NN,FM,25.00,,Alford,,,,
378,GB7KL,430.875,+,7.6,Tone,110.9,110.9,023,NN,FM,25.00,,Kirkby Lonsdale,,,,
379,GB7KY,439.65,-,9,Tone,103.5,103.5,023,NN,FM,25.00,,Kirkcaldy,,,,
380,GB7LV,145.6125,-,0.6,Tone,0,0,023,NN,FM,12.50,,Livingston,,,,
381,GB7LZ,430.9125,+,7.6,Tone,77,77,023,NN,FM,25.00,,Winkleigh,,,,
382,GB7NT,430.925,+,7.6,Tone,118.8,118.8,023,NN,FM,25.00,,Newbury,,,,
383,GB7NV,430.825,+,7.6,Tone,0,0,023,NN,FM,25.00,,Hucknall,,,,
384,GB7PD,145.7375,-,0.6,Tone,94.8,94.8,023,NN,FM,12.50,,Maenclochog,,,,
385,GB7RW,145.6,-,0.6,Tone,88.5,88.5,023,NN,FM,12.50,,Whitby,,,,
386,GB7RX,145.775,-,0.6,Tone,103.5,103.5,023,NN,FM,12.50,,Hastings,,,,
387,GB7RY,430.95,+,7.6,Tone,103.5,103.5,023,NN,FM,25.00,,Rye,,,,
388,GB7SH,430.9625,+,7.6,Tone,71.9,71.9,023,NN,FM,25.00,,Sheffield,,,,
389,GB7SJ,433.175,+,1.6,Tone,103.5,103.5,023,NN,FM,25.00,,Northwich,,,,
390,GB7SM,439.5875,-,9,Tone,103.5,103.5,023,NN,FM,25.00,,St Monans,,,,
391,GB7SV,433.275,+,1.6,Tone,82.5,82.5,023,NN,FM,25.00,,Hitchin,,,,
392,GB7SZ,430.9375,+,7.6,Tone,71.9,71.9,023,NN,FM,25.00,,Poole,,,,
393,GB7TA,430.9,+,7.6,Tone,94.8,94.8,023,NN,FM,25.00,,Thorpe St Andrew,,,,
394,GB7TQ,430.8875,+,7.6,Tone,94.8,94.8,023,NN,FM,25.00,,Torquay,,,,
395,GB7VR,145.6125,-,0.6,Tone,82.5,82.5,023,NN,FM,12.50,,Harpenden,,,,
396,GB7WH,439.375,-,9,Tone,110.9,110.9,023,NN,FM,25.00,,Wrexham,,,,
397,GB7XG,430.875,+,7.6,Tone,103.5,103.5,023,NN,FM,25.00,,Glenrothes,,,,
398,GB7YF,145.7625,-,0.6,Tone,94.8,94.8,023,NN,FM,12.50,,Yeovil,,,,
399,GB7ZE,433.05,+,1.6,Tone,103.5,103.5,023,NN,FM,25.00,,Hastings,,,,
400,MB7PM,29.61,0,0,Tone,82.5,82.5,023,NN,FM,Astley,,,,
401,MB7AAS,430.0375,off,0,,88.5,88.5,023,NN,FM,25.00,,Framlingham,,,,
402,MB7ABB,430.025,off,0,Tone,67,67,023,NN,FM,25.00,,Banbury,,,,
403,MB7ABG,430.05,off,0,Tone,67,67,023,NN,FM,25.00,,Bromsgrove,,,,
404,MB7ABR,70.4125,off,0,,88.5,88.5,023,NN,FM,Bromley,,,,
405,MB7ABT,430.05,off,0,,88.5,88.5,023,NN,FM,25.00,,Mold,,,,
406,MB7ABW,70.4125,off,0,Tone,82.5,82.5,023,NN,FM,Wakefield ,,,,
407,MB7ABY,430.05,off,0,Tone,71.9,71.9,023,NN,FM,25.00,,Barnsley,,,,
408,MB7AEG,430.0125,off,0,Tone,77,77,023,NN,FM,25.00,,Sunningdale,,,,
409,MB7AFN,70.4125,off,0,Tone,94.8,94.8,023,NN,FM,Newport,,,,
410,MB7AGF,430.0125,off,0,Tone,82.5,82.5,023,NN,FM,25.00,,Oldham,,,,
411,MB7AGS,430.025,off,0,,88.5,88.5,023,NN,FM,25.00,,Abergele,,,,
412,MB7AHE,430.075,off,0,Tone,94.8,94.8,023,NN,FM,25.00,,Heacham,,,,
413,MB7AJS,430.075,off,0,,88.5,88.5,023,NN,FM,25.00,,Burntwood,,,,
414,MB7AKE,70.4125,off,0,,88.5,88.5,023,NN,FM,Glasgow,,,,
415,MB7AKX,430.0125,off,0,,88.5,88.5,023,NN,FM,25.00,,Knighton,,,,
416,MB7ALB,430.0625,off,0,Tone,71.9,71.9,023,NN,FM,25.00,,Rotherham,,,,
417,MB7ALC,430.0375,off,0,Tone,71.9,71.9,023,NN,FM,25.00,,Mexborough,,,,
418,MB7ALV,430.0625,off,0,Tone,94.8,94.8,023,NN,FM,25.00,,Liverpool,,,,
419,MB7AME,430.025,off,0,Tone,88.5,88.5,023,NN,FM,25.00,,Merthyr Tydfil,,,,
420,MB7AMH,430.025,off,0,Tone,71.9,71.9,023,NN,FM,25.00,,Melksham,,,,
421,MB7AMS,70.3875,off,0,,88.5,88.5,023,NN,FM,Loughton,,,,
422,MB7AMS,430.025,off,0,,88.5,88.5,023,NN,FM,25.00,,Loughton,,,,
423,MB7AMT,430.0375,off,0,,88.5,88.5,023,NN,FM,25.00,,Market Harborough,,,,
424,MB7ANL,430.0625,off,0,Tone,77,77,023,NN,FM,25.00,,Newcastle Under Lyme,,,,
425,MB7ANM,70.3875,off,0,Tone,82.5,82.5,023,NN,FM,Oswaldtwistle,,,,
426,MB7ANW,430.025,off,0,Tone,82.5,82.5,023,NN,FM,25.00,,Warrington,,,,
427,MB7APL,430.0375,off,0,Tone,82.5,82.5,023,NN,FM,25.00,,Atherton,,,,
428,MB7APS,70.3875,off,0,,88.5,88.5,023,NN,FM,Prestonpans,,,,
429,MB7ASC,70.3625,off,0,,88.5,88.5,023,NN,FM,Stirling,,,,
430,MB7ASH,430.025,off,0,Tone,82.5,82.5,023,NN,FM,25.00,,Hatfield,,,,
431,MB7ASL,430.0625,off,0,Tone,77,77,023,NN,FM,25.00,,Sleaford,,,,
432,MB7ASU,430.0375,off,0,,88.5,88.5,023,NN,FM,25.00,,Sunderland,,,,
433,MB7ASY,430.0375,off,0,,88.5,88.5,023,NN,FM,25.00,,Shrewsbury,,,,
434,MB7AUE,430.0375,off,0,,88.5,88.5,023,NN,FM,25.00,,Corsham,,,,
435,MB7AUR,430.025,off,0,Tone,77,77,023,NN,FM,25.00,,Loughborough,,,,
436,MB7AVZ,430.025,off,0,Tone,71.9,71.9,023,NN,FM,25.00,,Rotherham,,,,
437,MB7AXY,430.075,off,0,Tone,88.5,88.5,023,NN,FM,25.00,,Wakefield,,,,
438,MB7IAE,29.29,off,0,,88.5,88.5,023,NN,FM,Allendale,,,,
439,MB7IAE,144.9625,off,0,,88.5,88.5,023,NN,FM,12.50,,Allendale,,,,
440,MB7IAF,145.2875,off,0,,88.5,88.5,023,NN,FM,12.50,,Lisburn,,,,
441,MB7IAG,145.2125,off,0,Tone,94.8,94.8,023,NN,FM,12.50,,Forfar,,,,
442,MB7IAS,144.9625,off,0,,88.5,88.5,023,NN,FM,12.50,,Framlingham,,,,
443,MB7IAT,144.9,off,0,Tone,77,77,023,NN,FM,12.50,,Alfreton,,,,
444,MB7IBH,145.3375,off,0,,88.5,88.5,023,NN,FM,12.50,,Alexandria,,,,
445,MB7IBL,144.9,off,0,,88.5,88.5,023,NN,FM,12.50,,Burnley,,,,
446,MB7IBR,144.9625,off,0,,88.5,88.5,023,NN,FM,12.50,,Bromley,,,,
447,MB7IBR,50.52,off,0,,88.5,88.5,023,NN,FM,Bromley,,,,
448,MB7IBW,144.9125,off,0,Tone,88.5,88.5,023,NN,FM,12.50,,Wakefield,,,,
449,MB7IBX,144.9,off,0,,88.5,88.5,023,NN,FM,12.50,,Bexhill-on-sea,,,,
450,MB7IBZ,144.9625,off,0,Tone,77,77,023,NN,FM,12.50,,Worksop,,,,
451,MB7ICC,145.2125,off,0,,88.5,88.5,023,NN,FM,12.50,,Stockton-on-tees,,,,
452,MB7ICW,145.2125,off,0,Tone,77,77,023,NN,FM,12.50,,West Drayton,,,,
453,MB7IDA,145.3375,off,0,,88.5,88.5,023,NN,FM,12.50,,Chelmsford,,,,
454,MB7IDC,145.2375,off,0,,88.5,88.5,023,NN,FM,12.50,,Mold,,,,
455,MB7IDD,145.2375,off,0,,88.5,88.5,023,NN,FM,12.50,,Dundee,,,,
456,MB7IDG,144.9625,off,0,,88.5,88.5,023,NN,FM,12.50,,Alexandria,,,,
457,MB7IDJ,144.9125,off,0,Tone,94.8,94.8,023,NN,FM,12.50,,Leigh,,,,
458,MB7IDL,145.2375,off,0,,88.5,88.5,023,NN,FM,12.50,,Dalbeattie,,,,
459,MB7IDT,145.3375,off,0,Tone,77,77,023,NN,FM,12.50,,Ampthill,,,,
460,MB7IEC,144.9125,off,0,,88.5,88.5,023,NN,FM,12.50,,Cardiff,,,,
461,MB7IEY,145.2875,off,0,,88.5,88.5,023,NN,FM,12.50,,Nr Eye,,,,
462,MB7IFA,144.9,off,0,Tone,71.9,71.9,023,NN,FM,12.50,,Fareham,,,,
463,MB7IFD,144.9125,off,0,Tone,82.5,82.5,023,NN,FM,12.50,,Fleetwood,,,,
464,MB7IFN,145.2375,off,0,Tone,94.8,94.8,023,NN,FM,12.50,,Newport,,,,
465,MB7IFZ,145.2875,off,0,Tone,77,77,023,NN,FM,12.50,,Frizington,,,,
466,MB7IGC,145.2125,off,0,Tone,71.9,71.9,023,NN,FM,12.50,,Sheffield,,,,
467,MB7IJT,144.9625,off,0,Tone,67,67,023,NN,FM,12.50,,Leighton Buzzard ,,,,
468,MB7IJZ,145.3375,off,0,Tone,71.9,71.9,023,NN,FM,12.50,,Eastleigh,,,,
469,MB7IKK,145.2375,off,0,Tone,82.5,82.5,023,NN,FM,12.50,,Epsom,,,,
470,MB7IKL,144.9625,off,0,Tone,77,77,023,NN,FM,12.50,,Chippenham,,,,
471,MB7IKP,144.9625,off,0,Tone,71.9,71.9,023,NN,FM,12.50,,Comber,,,,
472,MB7ILA,144.9625,off,0,Tone,77,77,023,NN,FM,12.50,,Keith,,,,
473,MB7ILB,145.2875,off,0,Tone,71.9,71.9,023,NN,FM,12.50,,Rotherham,,,,
474,MB7ILH,144.9625,off,0,Tone,67,67,023,NN,FM,12.50,,Leamington Spa,,,,
475,MB7ILO,50.54,off,0,Tone,71.9,71.9,023,NN,FM,Lincoln,,,,
476,MB7ILO,145.3375,off,0,Tone,71.9,71.9,023,NN,FM,12.50,,Lincoln,,,,
477,MB7ILP,144.9625,off,0,,88.5,88.5,023,NN,FM,12.50,,Pwllheli,,,,
478,MB7ILV,145.2125,off,0,Tone,94.8,94.8,023,NN,FM,12.50,,Liverpool,,,,
479,MB7IMS,145.2375,off,0,,88.5,88.5,023,NN,FM,12.50,,Loughton,,,,
480,MB7IMS,50.53,off,0,,88.5,88.5,023,NN,FM,Loughton,,,,
481,MB7IMT,144.9125,off,0,,88.5,88.5,023,NN,FM,12.50,,Market Harborough,,,,
482,MB7INI,145.3375,off,0,Tone,77,77,023,NN,FM,12.50,,Carrickfergus,,,,
483,MB7INK,50.52,off,0,Tone,82.5,82.5,023,NN,FM,Bolton,,,,
484,MB7INM,145.2875,off,0,Tone,82.5,82.5,023,NN,FM,12.50,,Oswaldtwistle,,,,
485,MB7INS,145.2875,off,0,Tone,77,77,023,NN,FM,12.50,,Clevedon ,,,,
486,MB7INT,29.28,off,0,Tone,94.8,94.8,023,NN,FM,Newport,,,,
487,MB7INX,144.9625,off,0,Tone,94.8,94.8,023,NN,FM,12.50,,Cwmbach,,,,
488,MB7IOK,144.9125,off,0,,88.5,88.5,023,NN,FM,12.50,,Gillingham,,,,
489,MB7IOM,144.9625,off,0,Tone,88.5,88.5,023,NN,FM,12.50,,Douglas,,,,
490,MB7IPD,145.2875,off,0,Tone,71.9,71.9,023,NN,FM,12.50,,Bournemouth,,,,
491,MB7IPE,29.27,off,0,Tone,67,67,023,NN,FM,Peterhead,,,,
492,MB7IPH,145.2375,off,0,Tone,77,77,023,NN,FM,12.50,,Headcorn,,,,
493,MB7IPR,144.9125,off,0,Tone,77,77,023,NN,FM,12.50,,Swanage ,,,,
494,MB7IPS,144.9125,off,0,,88.5,88.5,023,NN,FM,12.50,,Prestonpans ,,,,
495,MB7ISC,145.2875,off,0,,88.5,88.5,023,NN,FM,12.50,,Stirling,,,,
496,MB7ISC,50.54,off,0,,88.5,88.5,023,NN,FM,Stirling,,,,
497,MB7ISH,144.9125,off,0,Tone,82.5,82.5,023,NN,FM,12.50,,Hatfield,,,,
498,MB7ISM,144.9625,off,0,,88.5,88.5,023,NN,FM,12.50,,St Monans,,,,
499,MB7ISP,144.9,off,0,Tone,77,77,023,NN,FM,12.50,,Sidcup,,,,
500,MB7ISS,145.3375,off,0,Tone,94.8,94.8,023,NN,FM,12.50,,Street ,,,,
501,MB7IST,145.2875,off,0,,88.5,88.5,023,NN,FM,12.50,,Newcastle-under-lyme,,,,
502,MB7ISW,145.2125,off,0,Tone,94.8,94.8,023,NN,FM,12.50,,Barry,,,,
503,MB7ISX,145.2875,off,0,,88.5,88.5,023,NN,FM,12.50,,Southend On Sea,,,,
504,MB7ITA,145.3375,off,0,Tone,94.8,94.8,023,NN,FM,12.50,,Edinburgh,,,,
505,MB7ITC,145.3375,off,0,,88.5,88.5,023,NN,FM,12.50,,Earby,,,,
506,MB7ITG,144.9625,off,0,Tone,94.8,94.8,023,NN,FM,12.50,,Telford,,,,
507,MB7ITM,144.9625,off,0,Tone,71.9,71.9,023,NN,FM,12.50,,Mablethorpe,,,,
508,MB7ITS,50.52,off,0,Tone,71.9,71.9,023,NN,FM,Stocksbridge,,,,
509,MB7ITT,145.2375,off,0,Tone,88.5,88.5,023,NN,FM,12.50,,Tangmere,,,,
510,MB7ITV,145.2375,off,0,Tone,88.5,88.5,023,NN,FM,12.50,,Durham,,,,
511,MB7IUE,50.53,off,0,,88.5,88.5,023,NN,FM,Corsham,,,,
512,MB7IUK,144.9625,off,0,,88.5,88.5,023,NN,FM,12.50,,Ashton-under-lyne,,,,
513,MB7IVA,144.9625,off,0,Tone,94.8,94.8,023,NN,FM,12.50,,Carmarthen,,,,
514,MB7IWC,50.53,off,0,Tone,77,77,023,NN,FM,Cleckheaton,,,,
515,MB7IWG,145.2875,off,0,Tone,82.5,82.5,023,NN,FM,12.50,,Welwyn Garden City,,,,
516,MB7IWK,145.3375,off,0,Tone,82.5,82.5,023,NN,FM,12.50,,West Kirby,,,,
517,MB7IWO,145.2875,off,0,,88.5,88.5,023,NN,FM,12.50,,Witney,,,,
518,MB7IZR,144.9625,off,0,,88.5,88.5,023,NN,FM,12.50,,Peterlee,,,,

